MIDI Sequence
Format: One
Tracks: 13
Division: 120

TimeSignatureMetaMidiEvent	0	0x58	02	01	30	08
KeySignatureMetaMidiEvent	0	0x59	NoFlatsOrSharps	Major
TempoMetaMidiEvent	0	0x51	750000
MarkerTextMetaMidiEvent	0	0x06	Cosi fan Tutte  K588 (Overture)
MarkerTextMetaMidiEvent	0	0x06	By Mozart
MarkerTextMetaMidiEvent	0	0x06	Midi  by Andrew Silverman, Rev Aug 1997   Enviro@measure.demon.co.uk
MarkerTextMetaMidiEvent	0	0x06	Generated by NoteWorthy Composer
TempoMetaMidiEvent	6720	0x51	250000
TempoMetaMidiEvent	102240	0x51	279069
TempoMetaMidiEvent	6240	0x51	250000
EndOfTrackMetaMidiEvent	0	0x2F

MidiPortMetaMidiEvent	0	0x21	0x00
SequenceTrackNameTextMetaMidiEvent	0	0x03	Flutes
ProgramChangeVoiceMidiEvent	0	0x0	Flute
ControllerVoiceMidiEvent	0	0x0	VolumeCourse	0x7F
ControllerVoiceMidiEvent	0	0x0	PanPositionCourse	0x10
OnNoteVoiceMidiEvent	0	0x0	G6	0x5C
OnNoteVoiceMidiEvent	0	0x0	C7	0x5C
OnNoteVoiceMidiEvent	100	0x0	C7	0x00
OnNoteVoiceMidiEvent	0	0x0	G6	0x00
OnNoteVoiceMidiEvent	110	0x0	C6	0x5C
OnNoteVoiceMidiEvent	28	0x0	C6	0x00
OnNoteVoiceMidiEvent	2	0x0	C6	0x5C
OnNoteVoiceMidiEvent	100	0x0	C6	0x00
OnNoteVoiceMidiEvent	1550	0x0	B6	0x5C
OnNoteVoiceMidiEvent	0	0x0	D7	0x5C
OnNoteVoiceMidiEvent	28	0x0	D7	0x00
OnNoteVoiceMidiEvent	0	0x0	B6	0x00
OnNoteVoiceMidiEvent	2	0x0	B6	0x5C
OnNoteVoiceMidiEvent	0	0x0	D7	0x5C
OnNoteVoiceMidiEvent	100	0x0	D7	0x00
OnNoteVoiceMidiEvent	0	0x0	B6	0x00
OnNoteVoiceMidiEvent	110	0x0	G6	0x5C
OnNoteVoiceMidiEvent	28	0x0	G6	0x00
OnNoteVoiceMidiEvent	2	0x0	G6	0x5C
OnNoteVoiceMidiEvent	100	0x0	G6	0x00
OnNoteVoiceMidiEvent	3260	0x0	C7	0x5C
OnNoteVoiceMidiEvent	0	0x0	E7	0x5C
OnNoteVoiceMidiEvent	240	0x0	E7	0x00
OnNoteVoiceMidiEvent	0	0x0	F7	0x5C
OnNoteVoiceMidiEvent	240	0x0	F7	0x00
OnNoteVoiceMidiEvent	0	0x0	A7	0x5C
OnNoteVoiceMidiEvent	240	0x0	A7	0x00
OnNoteVoiceMidiEvent	0	0x0	D7	0x5C
OnNoteVoiceMidiEvent	240	0x0	D7	0x00
OnNoteVoiceMidiEvent	0	0x0	C7	0x00
OnNoteVoiceMidiEvent	0	0x0	B6	0x5C
OnNoteVoiceMidiEvent	0	0x0	G7	0x5C
OnNoteVoiceMidiEvent	100	0x0	G7	0x00
OnNoteVoiceMidiEvent	110	0x0	B6	0x00
OnNoteVoiceMidiEvent	30	0x0	C7	0x5C
OnNoteVoiceMidiEvent	0	0x0	E7	0x5C
OnNoteVoiceMidiEvent	100	0x0	E7	0x00
OnNoteVoiceMidiEvent	0	0x0	C7	0x00
OnNoteVoiceMidiEvent	4700	0x0	C7	0x5C
OnNoteVoiceMidiEvent	100	0x0	C7	0x00
OnNoteVoiceMidiEvent	20	0x0	C7	0x5C
OnNoteVoiceMidiEvent	210	0x0	C7	0x00
OnNoteVoiceMidiEvent	30	0x0	C7	0x5C
OnNoteVoiceMidiEvent	100	0x0	C7	0x00
OnNoteVoiceMidiEvent	20	0x0	C7	0x5C
OnNoteVoiceMidiEvent	100	0x0	C7	0x00
OnNoteVoiceMidiEvent	20	0x0	C7	0x5C
OnNoteVoiceMidiEvent	100	0x0	C7	0x00
OnNoteVoiceMidiEvent	20	0x0	C7	0x5C
OnNoteVoiceMidiEvent	100	0x0	C7	0x00
OnNoteVoiceMidiEvent	20	0x0	C7	0x5C
OnNoteVoiceMidiEvent	100	0x0	C7	0x00
OnNoteVoiceMidiEvent	20	0x0	C7	0x5C
OnNoteVoiceMidiEvent	100	0x0	C7	0x00
OnNoteVoiceMidiEvent	20	0x0	C7	0x5C
OnNoteVoiceMidiEvent	210	0x0	C7	0x00
OnNoteVoiceMidiEvent	30	0x0	C7	0x5C
OnNoteVoiceMidiEvent	100	0x0	C7	0x00
OnNoteVoiceMidiEvent	20	0x0	C7	0x5C
OnNoteVoiceMidiEvent	100	0x0	C7	0x00
OnNoteVoiceMidiEvent	20	0x0	C7	0x5C
OnNoteVoiceMidiEvent	100	0x0	C7	0x00
OnNoteVoiceMidiEvent	20	0x0	C7	0x5C
OnNoteVoiceMidiEvent	100	0x0	C7	0x00
OnNoteVoiceMidiEvent	20	0x0	C7	0x5C
OnNoteVoiceMidiEvent	100	0x0	C7	0x00
OnNoteVoiceMidiEvent	20	0x0	C7	0x5C
OnNoteVoiceMidiEvent	100	0x0	C7	0x00
OnNoteVoiceMidiEvent	860	0x0	A6	0x3C
OnNoteVoiceMidiEvent	58	0x0	A6	0x00
OnNoteVoiceMidiEvent	2	0x0	C7	0x3C
OnNoteVoiceMidiEvent	58	0x0	C7	0x00
OnNoteVoiceMidiEvent	2	0x0	A#6	0x3C
OnNoteVoiceMidiEvent	58	0x0	A#6	0x00
OnNoteVoiceMidiEvent	2	0x0	A6	0x3C
OnNoteVoiceMidiEvent	58	0x0	A6	0x00
OnNoteVoiceMidiEvent	2	0x0	G6	0x3C
OnNoteVoiceMidiEvent	58	0x0	G6	0x00
OnNoteVoiceMidiEvent	2	0x0	F6	0x3C
OnNoteVoiceMidiEvent	58	0x0	F6	0x00
OnNoteVoiceMidiEvent	2	0x0	E6	0x3C
OnNoteVoiceMidiEvent	58	0x0	E6	0x00
OnNoteVoiceMidiEvent	2	0x0	F6	0x3C
OnNoteVoiceMidiEvent	58	0x0	F6	0x00
OnNoteVoiceMidiEvent	2	0x0	A6	0x3C
OnNoteVoiceMidiEvent	58	0x0	A6	0x00
OnNoteVoiceMidiEvent	2	0x0	C7	0x3C
OnNoteVoiceMidiEvent	58	0x0	C7	0x00
OnNoteVoiceMidiEvent	2	0x0	A#6	0x3C
OnNoteVoiceMidiEvent	58	0x0	A#6	0x00
OnNoteVoiceMidiEvent	2	0x0	A6	0x3C
OnNoteVoiceMidiEvent	58	0x0	A6	0x00
OnNoteVoiceMidiEvent	2	0x0	G6	0x3C
OnNoteVoiceMidiEvent	58	0x0	G6	0x00
OnNoteVoiceMidiEvent	2	0x0	F6	0x3C
OnNoteVoiceMidiEvent	58	0x0	F6	0x00
OnNoteVoiceMidiEvent	2	0x0	E6	0x3C
OnNoteVoiceMidiEvent	58	0x0	E6	0x00
OnNoteVoiceMidiEvent	2	0x0	F6	0x3C
OnNoteVoiceMidiEvent	58	0x0	F6	0x00
OnNoteVoiceMidiEvent	962	0x0	G6	0x3C
OnNoteVoiceMidiEvent	58	0x0	G6	0x00
OnNoteVoiceMidiEvent	2	0x0	A6	0x3C
OnNoteVoiceMidiEvent	58	0x0	A6	0x00
OnNoteVoiceMidiEvent	2	0x0	G6	0x3C
OnNoteVoiceMidiEvent	58	0x0	G6	0x00
OnNoteVoiceMidiEvent	2	0x0	A6	0x3C
OnNoteVoiceMidiEvent	58	0x0	A6	0x00
OnNoteVoiceMidiEvent	2	0x0	G6	0x3C
OnNoteVoiceMidiEvent	58	0x0	G6	0x00
OnNoteVoiceMidiEvent	2	0x0	A6	0x3C
OnNoteVoiceMidiEvent	58	0x0	A6	0x00
OnNoteVoiceMidiEvent	2	0x0	G6	0x3C
OnNoteVoiceMidiEvent	58	0x0	G6	0x00
OnNoteVoiceMidiEvent	2	0x0	A6	0x3C
OnNoteVoiceMidiEvent	58	0x0	A6	0x00
OnNoteVoiceMidiEvent	2	0x0	G6	0x3C
OnNoteVoiceMidiEvent	58	0x0	G6	0x00
OnNoteVoiceMidiEvent	2	0x0	A6	0x3C
OnNoteVoiceMidiEvent	58	0x0	A6	0x00
OnNoteVoiceMidiEvent	2	0x0	G6	0x3C
OnNoteVoiceMidiEvent	58	0x0	G6	0x00
